"","V1","V2","V3","V4"
"ids1070",1,3,1,0
"ids1071",2,2,2,0
"ids1072",2,2,0,0
"ids1073",1,8,0,0
"ids1074",0,2,3,0
"ids1075",0,0,1,0
"ids1076",0,4,1,1
"ids1077",0,1,0,0
"ids1078",1,13,0,0
"ids1079",2,3,2,0
"ids1080",0,1,0,2
"ids1081",1,16,0,0
"ids1082",2,0,0,0
"ids1083",3,3,5,1
"ids1084",1,1,1,0
"ids1085",0,1,1,0
"ids1086",1,0,0,0
"ids1087",1,0,3,1
"ids1088",0,1,1,0
"ids1089",0,0,0,1
"ids1090",0,2,0,1
"ids1091",0,1,0,0
"ids1092",0,0,3,1
"ids1093",0,2,0,1
"ids1094",2,0,1,2
"ids1095",0,0,2,0
"ids1096",0,1,0,0
"ids1097",0,1,1,0
"ids1098",1,1,0,1
"ids1099",0,0,1,0
"ids1100",0,0,1,0
"ids1101",0,1,0,2
"ids1102",0,0,0,1
"ids1103",3,3,0,0
"ids1104",0,0,1,0
"ids1105",0,0,0,1
"ids1106",0,2,0,0
"ids1107",0,0,1,1
"ids1108",0,3,7,0
"ids1109",1,6,0,1
"ids1110",2,2,1,2
"ids1111",0,1,1,0
"ids1112",0,0,0,1
"ids1113",1,0,0,0
"ids1114",0,2,0,0
"ids1115",1,0,2,1
"ids1116",1,0,0,0
"ids1117",2,0,2,1
"ids1118",2,3,0,0
"ids1119",0,0,0,1
"ids1120",4,2,1,0
"ids1121",0,2,0,2
"ids1122",2,0,2,0
"ids1123",0,1,0,2
"ids1124",0,1,0,2
"ids1125",1,1,1,0
"ids1126",7,2,1,1
"ids1127",4,0,0,2
"ids1128",2,0,0,0
"ids1129",0,6,1,1
"ids1130",1,0,0,1
"ids1131",0,0,0,0
"ids1132",0,0,1,0
"ids1133",7,6,3,0
"ids1134",0,1,1,0
"ids1135",3,3,0,0
"ids1136",0,1,0,1
"ids1137",0,1,0,1
"ids1138",1,0,1,0
"ids1139",2,0,0,1
"ids1140",4,0,1,2
"ids1141",0,6,0,0
"ids1142",1,8,0,0
"ids1143",1,3,0,2
"ids1144",1,1,0,1
"ids1145",2,0,0,0
"ids1146",0,8,2,0
"ids1147",0,3,0,0
"ids1148",1,2,0,1
"ids1149",0,0,0,0
"ids1150",0,0,0,0
"ids1151",2,6,1,1
"ids1152",0,0,0,0
"ids1153",0,5,3,2
"ids1154",0,2,0,1
"ids1155",2,8,0,1
"ids1156",1,3,0,2
"ids1157",2,2,0,1
"ids1158",0,0,1,1
"ids1159",1,1,0,1
"ids1160",7,4,1,0
"ids1161",1,1,0,0
"ids1162",0,2,1,0
"ids1163",1,1,7,3
"ids1164",3,2,0,0
"ids1165",0,3,0,1
"ids1166",0,0,0,1
"ids1167",0,1,1,0
"ids1168",1,3,0,1
"ids1169",2,0,0,0
"ids1170",0,1,1,0
"ids1171",1,0,1,0
"ids1172",0,1,1,0
"ids1173",0,1,0,0
"ids1174",0,8,0,7
"ids1175",2,1,2,1
"ids1176",3,0,0,0
"ids1177",1,0,1,0
"ids1178",2,2,0,1
"ids1179",0,0,0,0
"ids1180",1,1,0,1
"ids1181",0,0,1,1
"ids1182",1,3,3,0
"ids1183",2,2,1,2
"ids1184",2,0,4,1
"ids1185",0,28,1,0
"ids1186",1,1,2,0
"ids1187",0,0,1,1
"ids1188",0,0,0,1
"ids1189",0,1,0,2
"ids1190",0,0,1,1
"ids1191",0,0,0,2
"ids1192",0,2,1,0
"ids1193",1,0,5,0
"ids1194",1,3,1,3
"ids1195",0,4,1,0
"ids1196",0,2,3,1
"ids1197",1,3,0,1
"ids1198",1,0,0,1
"ids1199",0,4,0,1
"ids1200",0,1,0,0
"ids1201",0,0,1,7
"ids1202",9,8,1,0
"ids1203",0,0,0,0
"ids1204",0,0,0,1
"ids1205",1,2,0,1
"ids1206",0,1,0,0
"ids1207",0,1,1,1
"ids1208",2,2,0,0
"ids1209",1,1,0,0
"ids1210",0,0,1,1
"ids1211",1,5,0,2
"ids1212",2,0,0,1
"ids1213",2,1,0,0
"ids1214",3,5,7,4
"ids1215",0,1,3,0
"ids1216",0,0,3,0
"ids1217",1,3,0,2
"ids1218",0,2,0,1
"ids1219",1,0,0,1
"ids1220",2,1,1,0
"ids1221",1,0,0,1
"ids1222",3,1,1,2
"ids1223",1,2,0,1
"ids1224",2,3,1,0
"ids1225",0,0,1,2
"ids1226",0,3,2,0
"ids1227",1,2,0,2
"ids1228",1,1,0,0
"ids1229",1,1,0,1
"ids1230",5,9,0,1
"ids1231",1,4,0,0
"ids1232",0,1,1,0
"ids1233",2,2,0,1
"ids1234",1,0,0,7
"ids1235",2,0,1,0
"ids1236",0,2,0,1
"ids1237",0,1,0,0
"ids1238",0,1,0,0
"ids1239",1,0,0,0
"ids1240",0,0,0,1
"ids1241",1,2,0,0
"ids1242",0,2,3,2
"ids1243",0,0,5,4
"ids1244",1,1,0,2
"ids1245",4,1,0,0
"ids1246",0,3,1,3
"ids1247",1,5,2,0
"ids1248",0,2,1,2
"ids1249",0,0,3,0
"ids1250",0,0,2,0
"ids1251",1,0,0,0
"ids1252",1,2,0,0
"ids1253",1,2,2,0
"ids1254",1,1,3,0
"ids1255",0,1,1,2
"ids1256",0,1,0,1
"ids1257",0,0,1,0
"ids1258",1,2,1,1
"ids1259",0,2,0,0
"ids1260",1,3,0,2
"ids1261",0,1,0,0
"ids1262",0,0,0,0
"ids1263",0,1,0,0
"ids1264",0,0,1,0
"ids1265",0,2,0,0
"ids1266",2,2,0,3
"ids1267",1,0,0,3
"ids1268",0,0,1,0
"ids1269",0,0,1,0
"ids1270",0,1,1,0
"ids1271",3,1,0,0
"ids1272",0,1,0,0
"ids1273",2,0,1,0
"ids1274",1,0,0,0
"ids1275",2,1,1,2
"ids1276",1,0,1,1
"ids1277",0,1,1,1
"ids1278",0,0,0,0
"ids1279",0,4,2,0
"ids1280",0,0,2,10
"ids1281",1,0,2,7
"ids1282",0,0,3,0
"ids1283",1,4,2,1
"ids1284",0,1,0,4
"ids1285",1,2,0,0
"ids1286",2,0,2,0
"ids1287",3,1,1,0
"ids1288",0,1,0,1
"ids1289",0,0,1,0
"ids1290",0,1,0,3
"ids1291",1,1,0,1
"ids1292",2,2,1,1
"ids1293",0,0,1,0
"ids1294",1,1,0,0
"ids1295",0,0,1,2
"ids1296",0,6,1,0
"ids1297",0,1,3,0
"ids1298",3,2,0,1
"ids1299",2,2,0,2
"ids1300",0,0,0,1
"ids1301",10,2,0,0
"ids1302",2,1,0,0
"ids1303",0,0,1,1
"ids1304",0,0,0,0
"ids1305",1,1,2,0
"ids1306",7,1,3,4
"ids1307",2,1,0,0
"ids1308",1,2,4,1
"ids1309",2,0,0,0
"ids1310",0,1,1,0
"ids1311",4,4,4,3
"ids1312",0,0,2,0
"ids1313",3,0,0,0
"ids1314",0,1,0,1
"ids1315",1,1,0,0
"ids1316",7,6,2,6
"ids1317",0,2,0,2
"ids1318",0,2,1,3
"ids1319",0,0,0,0
"ids1320",3,0,0,2
"ids1321",1,3,0,1
"ids1322",0,0,2,0
"ids1323",2,0,1,0
"ids1324",3,1,1,1
"ids1325",0,8,0,1
"ids1326",2,0,1,1
"ids1327",0,3,0,0
"ids1328",1,0,0,1
"ids1329",4,0,0,1
"ids1330",1,1,0,0
"ids1331",1,2,1,1
"ids1332",2,0,0,1
"ids1333",1,0,1,1
"ids1334",0,2,0,1
"ids1335",0,2,1,0
"ids1336",0,3,0,0
"ids1337",0,1,0,0
"ids1338",5,2,1,4
"ids1339",1,0,0,0
"ids1340",0,2,0,3
"ids1341",0,0,1,1
"ids1342",0,0,0,2
"ids1343",0,1,2,0
"ids1344",0,0,3,1
"ids1345",3,9,2,0
"ids1346",1,0,0,3
"ids1347",1,1,0,1
"ids1348",0,1,1,1
"ids1349",1,2,1,0
"ids1350",0,0,0,0
"ids1351",0,0,0,0
"ids1352",1,1,1,0
"ids1353",1,1,1,0
"ids1354",0,0,1,3
"ids1355",1,1,0,1
"ids1356",3,2,1,0
"ids1357",2,0,1,0
"ids1358",1,2,0,0
"ids1359",0,0,0,2
"ids1360",0,2,0,1
"ids1361",0,1,1,1
"ids1362",0,0,0,4
"ids1363",1,2,0,0
"ids1364",1,1,2,0
"ids1365",1,2,1,3
"ids1366",9,0,2,1
"ids1367",0,2,0,0
"ids1368",0,5,0,2
"ids1369",0,1,1,0
"ids1370",1,0,1,0
"ids1371",0,1,0,1
"ids1372",0,0,1,1
"ids1373",0,2,1,0
"ids1374",1,0,0,0
"ids1375",0,2,0,1
"ids1376",0,1,1,0
"ids1377",0,4,0,0
"ids1378",0,0,1,1
"ids1379",0,0,1,1
"ids1380",0,3,0,0
"ids1381",0,0,1,1
"ids1382",0,0,0,0
"ids1383",0,1,1,0
"ids1384",0,0,0,0
"ids1385",0,0,1,2
"ids1386",0,1,1,0
"ids1387",0,1,0,7
"ids1388",7,5,1,6
"ids1389",2,4,0,1
"ids1390",1,5,0,3
"ids1391",1,1,0,1
"ids1392",0,0,0,0
"ids1393",0,0,1,0
"ids1394",3,1,1,1
"ids1395",3,1,6,3
"ids1396",1,2,0,0
"ids1397",1,0,0,0
"ids1398",0,0,1,1
"ids1399",5,11,2,3
"ids1400",1,2,1,0
"ids1401",2,1,0,0
"ids1402",2,2,1,1
"ids1403",0,3,1,0
"ids1404",0,1,1,9
"ids1405",0,2,1,3
"ids1406",0,0,1,0
"ids1407",0,2,0,0
"ids1408",1,0,1,1
"ids1409",0,1,0,1
"ids1410",0,1,0,2
"ids1411",0,2,0,1
"ids1412",11,5,6,11
"ids1413",0,1,1,1
"ids1414",1,0,0,1
"ids1415",0,0,0,2
"ids1416",0,0,0,0
"ids1417",0,3,1,0
"ids1418",0,1,0,0
"ids1419",1,2,1,1
"ids1420",1,3,0,0
"ids1421",1,3,0,3
"ids1422",2,4,0,0
"ids1423",1,0,0,0
"ids1424",2,0,0,0
"ids1425",0,0,1,0
"ids1426",12,1,1,0
"ids1427",0,1,0,1
"ids1428",3,0,0,0
"ids1429",0,1,1,0
"ids1430",0,0,2,0
"ids1431",1,0,1,0
"ids1432",1,0,2,1
"ids1433",0,2,2,1
"ids1434",0,0,1,3
"ids1435",1,1,1,0
"ids1436",0,1,0,0
"ids1437",2,0,1,0
"ids1438",0,0,0,0
"ids1439",0,0,0,0
"ids1440",0,0,4,0
"ids1441",1,3,8,0
"ids1442",0,1,0,2
"ids1443",0,0,0,0
"ids1444",0,3,2,0
"ids1445",1,1,0,0
"ids1446",1,1,1,2
"ids1447",2,1,0,0
"ids1448",3,2,1,2
"ids1449",7,0,2,0
"ids1450",0,2,2,0
"ids1451",1,5,2,2
"ids1452",1,0,1,2
"ids1453",3,3,0,5
"ids1454",0,4,0,4
"ids1455",1,0,0,1
"ids1456",0,3,0,1
"ids1457",3,1,0,0
"ids1458",3,2,0,0
"ids1459",2,0,0,2
"ids1460",1,1,1,1
"ids1461",0,0,0,0
"ids1462",0,1,0,6
"ids1463",0,0,0,1
"ids1464",2,0,2,0
"ids1465",0,3,1,1
"ids1466",0,0,0,2
"ids1467",0,16,0,0
"ids1468",1,3,0,0
"ids1469",1,0,2,0
"ids1470",1,4,1,0
"ids1471",2,0,1,0
"ids1472",0,0,0,1
"ids1473",0,2,1,0
"ids1474",0,2,0,1
"ids1475",5,1,3,1
"ids1476",0,3,1,0
"ids1477",1,1,2,1
"ids1478",1,0,1,0
"ids1479",0,0,0,0
"ids1480",0,1,0,0
"ids1481",1,1,0,1
"ids1482",2,0,0,2
"ids1483",0,0,0,1
"ids1484",1,0,1,1
"ids1485",0,0,1,2
"ids1486",0,0,0,1
"ids1487",1,2,0,1
"ids1488",0,0,2,0
"ids1489",1,0,0,0
"ids1490",1,2,0,1
"ids1491",3,0,0,0
"ids1492",0,0,0,0
"ids1493",0,0,2,2
"ids1494",1,1,0,1
"ids1495",0,1,1,0
"ids1496",0,1,3,1
"ids1497",1,2,0,0
"ids1498",1,0,0,2
"ids1499",0,0,2,2
"ids1500",0,2,2,0
"ids1501",0,3,1,1
"ids1502",1,1,0,0
"ids1503",1,1,1,1
"ids1504",2,1,0,0
"ids1505",1,2,2,0
"ids1506",1,1,2,1
"ids1507",2,3,0,1
"ids1508",0,3,1,2
"ids1509",0,1,0,1
"ids1510",1,0,1,1
"ids1511",1,1,0,2
"ids1512",1,0,0,0
"ids1513",1,5,3,0
"ids1514",1,2,0,0
"ids1515",0,0,0,0
"ids1516",1,0,0,0
"ids1517",1,0,0,0
"ids1518",0,1,1,1
"ids1519",0,2,1,1
"ids1520",0,1,1,1
"ids1521",1,5,1,0
"ids1522",1,1,2,0
"ids1523",0,0,0,0
"ids1524",1,1,0,0
"ids1525",0,1,1,0
"ids1526",0,0,2,1
"ids1527",0,0,1,1
"ids1528",1,0,3,3
"ids1529",1,1,2,0
"ids1530",0,2,0,0
"ids1531",0,2,0,0
"ids1532",3,0,0,2
"ids1533",1,0,1,0
"ids1534",1,8,0,0
"ids1535",0,0,0,1
"ids1536",1,0,0,1
"ids1537",0,1,0,3
"ids1538",0,0,2,0
"ids1539",0,0,1,0
"ids1540",0,0,1,0
"ids1541",1,0,5,0
"ids1542",2,2,0,0
"ids1543",1,1,1,0
"ids1544",1,0,1,1
"ids1545",1,1,1,1
"ids1546",2,5,1,4
"ids1547",0,2,5,14
"ids1548",0,0,2,0
"ids1549",0,3,0,3
"ids1550",8,0,6,41
"ids1551",0,2,0,0
"ids1552",3,1,1,0
"ids1553",2,1,4,1
"ids1554",1,2,0,1
"ids1555",1,1,1,0
"ids1556",1,1,1,29
"ids1557",2,6,0,1
"ids1558",0,2,0,1
"ids1559",1,2,0,0
"ids1560",3,2,1,1
"ids1561",0,0,0,0
"ids1562",2,3,0,3
"ids1563",1,0,0,1
"ids1564",0,1,0,3
"ids1565",1,6,1,4
"ids1566",1,2,2,2
"ids1567",1,0,1,2
"ids1568",1,2,0,3
"ids1569",1,9,0,5
"ids1570",0,0,0,0
"ids1571",0,6,0,2
"ids1572",0,4,1,0
"ids1573",0,0,0,0
"ids1574",1,2,0,0
"ids1575",0,2,0,0
"ids1576",1,0,3,0
"ids1577",0,1,1,0
"ids1578",1,0,1,0
"ids1579",3,0,0,2
"ids1580",0,2,0,2
"ids1581",2,2,3,2
"ids1582",0,0,1,1
"ids1583",2,3,0,0
"ids1584",0,6,0,0
"ids1585",4,1,0,2
"ids1586",0,1,0,1
"ids1587",0,1,0,3
"ids1588",1,0,1,0
"ids1589",1,1,1,0
"ids1590",1,1,1,0
"ids1591",1,1,0,1
"ids1592",2,0,1,1
"ids1593",0,3,1,0
"ids1594",0,1,0,0
"ids1595",0,2,0,3
"ids1596",2,1,1,2
"ids1597",1,1,4,0
"ids1598",2,3,1,1
"ids1599",2,0,2,0
"ids1600",0,0,1,5
"ids1601",0,0,0,0
"ids1602",0,0,3,0
"ids1603",0,1,0,0
"ids1604",0,1,0,0
"ids1605",0,2,0,0
"ids1606",0,1,0,0
"ids1607",1,1,0,0
"ids1608",0,2,0,0
"ids1609",0,0,0,1
"ids1610",0,0,0,0
"ids1611",0,1,2,0
"ids1612",3,1,0,0
"ids1613",2,1,0,1
"ids1614",1,2,0,1
"ids1615",0,2,1,1
"ids1616",2,1,0,0
"ids1617",4,1,0,0
"ids1618",0,0,0,1
"ids1619",1,2,1,3
"ids1620",0,1,0,0
"ids1621",0,2,2,0
"ids1622",0,3,0,1
"ids1623",0,2,2,1
"ids1624",0,0,1,2
"ids1625",5,0,0,0
"ids1626",2,0,1,0
"ids1627",0,1,1,0
"ids1628",0,0,1,0
"ids1629",1,1,0,2
"ids1630",0,1,0,0
"ids1631",3,0,0,0
"ids1632",0,0,8,4
"ids1633",3,1,1,1
"ids1634",4,3,3,0
"ids1635",0,0,0,1
"ids1636",1,1,1,1
"ids1637",1,1,1,0
"ids1638",0,3,1,0
"ids1639",2,0,1,0
"ids1640",0,0,0,0
"ids1641",0,1,1,1
"ids1642",0,2,1,1
"ids1643",2,0,1,1
"ids1644",1,1,0,1
"ids1645",0,0,0,0
"ids1646",0,1,2,1
"ids1647",0,1,0,0
"ids1648",3,2,1,0
"ids1649",3,0,5,1
"ids1650",1,4,1,1
"ids1651",2,1,0,1
"ids1652",0,1,1,0
"ids1653",0,1,1,0
"ids1654",1,1,1,0
"ids1655",0,0,0,1
"ids1656",0,4,0,3
"ids1657",0,1,0,3
"ids1658",1,1,3,0
"ids1659",2,4,5,0
"ids1660",0,0,0,0
"ids1661",0,1,0,0
"ids1662",1,1,1,6
"ids1663",0,0,0,0
"ids1664",2,2,0,1
"ids1665",0,2,6,10
"ids1666",1,1,0,1
"ids1667",1,0,0,0
"ids1668",0,1,1,1
"ids1669",0,1,0,2
"ids1670",0,1,1,2
"ids1671",1,2,1,0
"ids1672",3,0,0,3
"ids1673",0,2,0,1
"ids1674",0,0,1,2
"ids1675",0,0,1,1
"ids1676",0,1,0,1
"ids1677",1,0,1,0
"ids1678",1,0,2,0
"ids1679",0,1,0,0
"ids1680",2,2,0,0
"ids1681",5,3,0,2
"ids1682",0,5,0,2
"ids1683",0,1,0,1
"ids1684",0,2,0,1
"ids1685",0,1,2,0
"ids1686",1,0,2,0
"ids1687",4,2,0,0
"ids1688",0,1,0,1
"ids1689",1,1,2,0
"ids1690",1,1,0,2
"ids1691",3,3,1,0
"ids1692",0,0,0,1
"ids1693",1,5,3,2
"ids1694",1,0,1,0
"ids1695",1,1,1,1
"ids1696",0,2,0,0
"ids1697",1,5,2,1
"ids1698",3,1,2,1
"ids1699",0,0,0,0
"ids1700",0,2,1,0
"ids1701",1,0,3,0
"ids1702",0,1,1,0
"ids1703",1,1,1,2
"ids1704",5,1,0,0
"ids1705",0,0,1,3
"ids1706",3,0,1,0
"ids1707",0,0,1,0
"ids1708",0,1,0,0
"ids1709",1,0,2,0
"ids1710",0,1,1,0
"ids1711",0,1,0,0
"ids1712",0,1,0,0
"ids1713",0,0,0,1
"ids1714",3,2,1,0
"ids1715",2,0,0,1
"ids1716",1,0,0,0
"ids1717",2,0,1,2
"ids1718",0,1,0,2
"ids1719",1,1,0,0
"ids1720",1,0,17,0
"ids1721",0,0,0,2
"ids1722",1,2,1,0
"ids1723",1,0,0,1
"ids1724",1,2,2,0
"ids1725",4,1,0,1
"ids1726",1,0,0,0
"ids1727",0,0,0,1
"ids1728",1,1,0,0
"ids1729",1,1,1,0
"ids1730",1,0,2,6
"ids1731",2,2,0,0
"ids1732",0,0,2,0
"ids1733",0,2,1,0
"ids1734",1,1,1,0
"ids1735",0,0,1,1
"ids1736",1,1,0,0
"ids1737",0,1,0,0
"ids1738",1,2,0,3
"ids1739",0,1,0,3
"ids1740",0,0,0,1
"ids1741",1,2,3,0
"ids1742",0,0,3,0
"ids1743",2,1,0,0
"ids1744",0,0,3,0
"ids1745",1,1,1,1
"ids1746",1,3,1,0
"ids1747",0,1,0,0
"ids1748",0,3,2,0
"ids1749",0,1,4,2
"ids1750",7,0,0,1
"ids1751",0,0,0,3
"ids1752",4,1,1,0
"ids1753",0,3,0,1
"ids1754",0,0,0,3
"ids1755",0,1,0,0
"ids1756",1,3,0,0
"ids1757",0,0,0,0
"ids1758",0,0,1,1
"ids1759",0,0,1,0
"ids1760",2,3,0,1
"ids1761",0,1,2,1
"ids1762",1,0,0,1
"ids1763",2,0,1,0
"ids1764",3,4,0,3
"ids1765",0,3,0,1
"ids1766",0,1,0,0
"ids1767",0,2,1,1
"ids1768",0,0,1,1
"ids1769",1,2,1,2
"ids1770",1,5,1,1
"ids1771",1,1,1,0
"ids1772",0,1,0,0
"ids1773",1,0,0,1
"ids1774",0,1,1,0
"ids1775",0,1,1,2
"ids1776",1,2,1,0
"ids1777",0,2,1,0
"ids1778",0,1,1,1
"ids1779",3,1,0,1
"ids1780",1,2,1,0
"ids1781",5,0,0,0
"ids1782",0,0,4,1
"ids1783",0,2,0,1
"ids1784",2,0,1,0
"ids1785",1,0,0,0
"ids1786",1,0,0,0
"ids1787",1,1,0,0
"ids1788",0,1,2,1
"ids1789",3,1,0,1
"ids1790",0,0,1,1
"ids1791",0,0,2,1
"ids1792",1,0,1,2
"ids1793",1,0,1,2
"ids1794",1,1,1,2
"ids1795",0,0,2,1
"ids1796",0,3,0,0
"ids1797",1,1,0,1
"ids1798",1,2,1,0
"ids1799",1,1,0,1
"ids1800",0,1,0,3
"ids1801",0,0,0,2
"ids1802",1,2,0,0
"ids1803",0,2,0,0
"ids1804",0,2,0,0
"ids1805",0,1,2,0
"ids1806",3,0,1,0
"ids1807",6,0,0,1
"ids1808",0,3,9,1
"ids1809",0,1,1,1
"ids1810",0,3,3,1
"ids1811",2,0,1,1
"ids1812",1,3,0,2
"ids1813",1,6,2,1
"ids1814",1,0,0,0
"ids1815",0,0,0,3
"ids1816",1,1,1,2
"ids1817",0,1,0,1
"ids1818",9,3,2,1
"ids1819",2,2,0,1
"ids1820",0,1,1,0
"ids1821",1,0,0,0
"ids1822",3,1,0,2
"ids1823",0,0,0,1
"ids1824",3,3,1,3
"ids1825",0,2,0,0
"ids1826",2,1,0,1
"ids1827",0,6,3,6
"ids1828",0,1,0,1
"ids1829",1,0,0,1
"ids1830",2,1,4,3
"ids1831",3,1,0,0
"ids1832",2,0,1,0
"ids1833",0,0,0,3
"ids1834",4,2,0,0
"ids1835",0,1,0,0
"ids1836",0,1,0,3
"ids1837",0,2,0,3
"ids1838",2,3,1,1
"ids1839",1,0,0,0
"ids1840",9,0,3,4
"ids1841",0,2,1,0
"ids1842",1,1,1,2
"ids1843",0,1,0,7
"ids1844",0,0,0,0
"ids1845",2,4,0,8
"ids1846",0,1,0,2
"ids1847",1,4,0,8
"ids1848",3,18,0,2
"ids1849",0,0,0,0
"ids1850",0,0,2,0
"ids1851",4,0,0,1
"ids1852",0,0,0,0
"ids1853",0,0,0,0
"ids1854",1,1,1,0
"ids1855",0,0,5,1
"ids1856",14,24,15,0
"ids1857",0,1,2,1
"ids1858",1,1,1,0
"ids1859",0,3,2,2
"ids1860",2,0,0,0
"ids1861",2,2,2,1
"ids1862",0,0,0,1
"ids1863",1,2,1,0
"ids1864",0,0,0,0
"ids1865",0,10,1,2
"ids1866",0,1,1,0
"ids1867",0,1,1,2
"ids1868",9,2,44,2
"ids1869",2,1,3,0
"ids1870",1,1,0,0
"ids1871",0,1,3,0
"ids1872",0,1,0,0
"ids1873",1,6,1,0
"ids1874",0,2,1,1
"ids1875",1,2,0,0
"ids1876",0,3,0,2
"ids1877",0,0,1,2
"ids1878",2,3,0,0
"ids1879",0,0,1,0
"ids1880",1,3,0,1
"ids1881",0,2,3,0
"ids1882",1,2,2,2
"ids1883",0,0,1,0
"ids1884",2,0,0,0
"ids1885",0,1,0,0
"ids1886",0,5,0,8
"ids1887",1,0,0,1
"ids1888",1,0,1,0
"ids1889",1,2,0,0
"ids1890",0,0,0,0
"ids1891",1,1,0,0
"ids1892",0,4,1,1
"ids1893",1,2,0,0
"ids1894",2,2,0,1
"ids1895",0,1,1,1
"ids1896",1,2,0,0
"ids1897",1,2,2,2
"ids1898",0,3,2,0
"ids1899",0,2,1,1
"ids1900",2,3,17,11
"ids1901",1,0,0,0
"ids1902",1,0,3,1
"ids1903",2,3,3,0
"ids1904",2,5,1,1
"ids1905",1,1,1,0
"ids1906",0,1,1,0
"ids1907",1,2,2,1
"ids1908",2,1,2,1
"ids1909",3,3,0,0
"ids1910",2,1,0,0
"ids1911",4,1,0,0
"ids1912",3,2,0,3
"ids1913",0,1,0,0
"ids1914",3,1,1,1
"ids1915",3,0,0,5
"ids1916",0,5,4,2
"ids1917",2,1,2,0
"ids1918",0,0,0,0
"ids1919",0,0,0,0
"ids1920",0,4,0,3
"ids1921",1,1,0,0
"ids1922",0,0,1,0
"ids1923",1,0,0,0
"ids1924",2,1,1,0
"ids1925",0,1,2,0
"ids1926",2,0,1,1
"ids1927",1,0,1,2
"ids1928",1,0,2,1
"ids1929",3,0,0,2
"ids1930",0,1,1,0
"ids1931",0,1,0,1
"ids1932",0,1,1,0
"ids1933",1,1,0,0
"ids1934",0,0,0,0
"ids1935",2,2,1,0
"ids1936",0,0,0,0
"ids1937",0,3,2,0
"ids1938",0,1,1,0
"ids1939",2,0,1,6
"ids1940",1,4,0,1
"ids1941",0,4,0,0
"ids1942",0,2,1,0
"ids1943",0,0,0,0
"ids1944",1,0,1,1
"ids1945",1,1,2,1
"ids1946",2,0,1,2
"ids1947",0,1,3,0
"ids1948",1,0,1,0
"ids1949",1,1,0,0
"ids1950",0,1,1,1
"ids1951",0,4,3,1
"ids1952",0,1,1,3
"ids1953",0,2,3,3
"ids1954",0,0,0,1
"ids1955",2,1,3,1
"ids1956",0,1,1,1
"ids1957",2,1,4,3
"ids1958",0,1,1,0
"ids1959",0,1,1,1
"ids1960",1,0,1,0
"ids1961",0,0,1,1
"ids1962",0,0,2,0
"ids1963",0,0,2,1
"ids1964",4,0,3,0
"ids1965",2,0,0,1
"ids1966",0,3,1,0
"ids1967",0,0,3,0
"ids1968",3,8,14,0
"ids1969",0,0,0,1
"ids1970",0,2,1,1
"ids1971",1,12,0,0
"ids1972",1,0,1,2
"ids1973",1,1,0,1
"ids1974",1,0,0,1
"ids1975",2,2,2,0
"ids1976",0,5,9,5
"ids1977",2,0,1,0
"ids1978",0,2,1,0
"ids1979",3,1,0,0
"ids1980",0,1,3,1
"ids1981",0,1,0,0
"ids1982",0,40,3,1
"ids1983",2,0,0,1
"ids1984",2,2,0,0
"ids1985",1,1,1,1
"ids1986",1,1,0,1
"ids1987",0,0,0,1
"ids1988",1,0,0,2
"ids1989",1,3,0,2
"ids1990",1,1,0,0
"ids1991",0,0,1,3
"ids1992",2,2,0,5
"ids1993",3,1,1,0
"ids1994",0,2,1,2
"ids1995",1,2,0,1
"ids1996",0,2,0,1
"ids1997",2,2,1,0
"ids1998",0,4,0,1
"ids1999",1,0,1,0
"ids2000",1,0,0,0
"ids2001",1,1,2,1
"ids2002",2,0,1,0
"ids2003",0,2,0,0
"ids2004",1,1,0,0
"ids2005",6,0,8,1
"ids2006",1,2,1,0
"ids2007",0,2,0,0
"ids2008",0,2,1,1
"ids2009",3,0,0,0
"ids2010",2,1,0,1
"ids2011",1,1,0,0
"ids2012",0,2,0,2
"ids2013",2,0,1,1
"ids2014",1,2,1,0
"ids2015",1,1,1,1
"ids2016",2,1,0,0
"ids2017",0,0,0,1
"ids2018",1,0,2,1
"ids2019",1,1,2,1
"ids2020",2,0,2,1
"ids2021",1,3,0,1
"ids2022",1,0,0,1
"ids2023",0,1,0,0
"ids2024",1,0,1,3
"ids2025",1,1,1,0
"ids2026",1,0,1,5
"ids2027",0,0,2,1
"ids2028",5,2,0,0
"ids2029",0,0,0,0
"ids2030",2,2,2,2
"ids2031",1,1,1,1
"ids2032",0,0,1,0
"ids2033",2,2,1,10
"ids2034",3,21,1,0
"ids2035",0,0,1,2
"ids2036",1,5,0,1
"ids2037",1,2,3,1
"ids2038",0,0,0,3
"ids2039",1,0,0,1
"ids2040",10,4,0,2
"ids2041",2,0,0,1
"ids2042",1,1,0,1
"ids2043",0,3,0,1
"ids2044",1,0,0,2
"ids2045",0,0,1,1
"ids2046",1,1,2,0
"ids2047",0,0,0,6
"ids2048",2,0,1,0
"ids2049",0,5,6,0
"ids2050",1,0,0,0
"ids2051",0,1,1,0
"ids2052",0,1,5,3
"ids2053",0,0,0,1
"ids2054",1,1,1,1
"ids2055",0,0,0,0
"ids2056",1,2,3,0
"ids2057",1,3,0,1
"ids2058",0,0,0,1
"ids2059",1,0,0,0
"ids2060",1,1,0,1
"ids2061",1,0,1,0
"ids2062",1,0,2,2
"ids2063",0,0,0,0
"ids2064",0,0,0,1
"ids2065",1,0,0,3
"ids2066",0,1,1,0
"ids2067",1,2,0,1
